oid_,namobj,luaswh,wadmkc,wadmkd,wadmkk,wadmpr,nddi_mean,elevation_mean,slope_mean,popden_pop_density,bui_mean,ndmi_mean,ntl_mean,ndvi_mean,rwi,POI_EDU_Distance,POI_EDU_Density,POI_HEALTH_Distance,POI_HEALTH_Density,IKP,IKP_Estimasi
423,Tengkudak,526.027869,Penebel,Tengkudak,Tabanan,Bali,0.684751784,454.5457797,5.354295275,4.229375205,0.475275869,0.152503524,0.869165977,0.725823298,0.372,0.05053945,0.0,0.015134167,0.0,90.54,87.83041886904773
424,Terunyan,1397.774427,Kintamani,Terunyan,Bangli,Bali,-0.284646061,1144.623116,15.13176226,2.729666555,0.321429952,0.109074176,0.64223014,0.317612355,-0.125,0.039356894,0.0,0.052502016,0.0,77.35,77.81467124999945
425,Tianyar Barat,1545.834426,Kubu,Tianyar Barat,Karangasem,Bali,0.677778769,198.0945946,8.92419697,8.263182769,0.33681711,0.066504676,1.040625816,0.737682286,0.587666667,0.0,0.0012938,0.0,0.0006469,85.28,88.97923923595354
426,Tianyar Tengah,1296.560836,Kubu,Tianyar Tengah,Karangasem,Bali,0.794160611,274.0049318,9.263978557,8.725355687,0.313701803,0.051974868,1.050830806,0.691120567,0.461,0.001964478,0.0,0.001793656,0.0,85.28,88.83694906259478
427,Tibubeneng,684.6113927,Kuta Utara,Tibubeneng,Badung,Bali,-1.292266215,29.19805106,2.491053955,37.95907163,0.19028687,0.038323831,15.52748445,0.45430154,1.009,0.002718207,0.0,0.0,0.014606827,91.59,89.04869478000579
428,Tibubiu,330.7651079,Kerambitan,Tibubiu,Tabanan,Bali,0.693817747,16.23041998,2.693010684,9.405505745,0.278232314,0.115259848,1.21501762,0.493782936,0.1915,0.089715506,0.0,0.062058502,0.0,90.54,88.14966713358243
429,Tiga,1188.802847,Susut,Tiga,Bangli,Bali,0.60416767,815.8062193,7.154939447,5.534907545,0.487846187,0.147783919,1.091529299,0.746882075,0.777,0.025772836,0.0,0.035173322,0.0,77.35,84.7987798809521
430,Tigawasa,1517.265872,Banjar,Tigawasa,Buleleng,Bali,0.506687763,561.5195933,13.25593545,2.872086188,0.430715339,0.179332176,0.742458038,0.542289744,0.075666667,0.012885099,0.0,0.029321648,0.0,82.02,84.3339617019401
431,Tihingan,281.9381683,Banjarangkan,Tihingan,Klungkung,Bali,1.506485037,106.3714666,3.975495778,8.294696552,0.398406228,0.106410114,2.611491419,0.66217067,0.1915,0.001451071,0.0,0.001983254,0.0,87.53,88.88263281259478
432,Tiying Gading,475.3222992,Selemadeg Barat,Tiying Gading,Tabanan,Bali,0.503019037,260.1637982,6.148019554,4.060034217,0.476316396,0.181686206,0.678479714,0.772061813,0.1915,0.100471068,0.0,0.103366242,0.0,90.54,86.705592115525
433,Timpag,627.9637339,Kerambitan,Timpag,Tabanan,Bali,0.668753973,180.9893792,4.246651839,8.544636291,0.40237238,0.135039759,1.253431096,0.645167428,0.266,0.028899013,0.0,0.024340205,0.0,90.54,87.90145575537737
434,Timuhun,263.0657556,Banjarangkan,Timuhun,Klungkung,Bali,0.750378986,342.6834225,9.93107663,9.568637475,0.497280363,0.15866049,1.579379219,0.743466165,0.039,0.030331088,0.0,0.032870874,0.0,87.53,87.71482572926148
435,Tinga-tinga,3041.828706,Gerokgak,Tinga-tinga,Buleleng,Bali,0.468411538,665.1937278,19.76077023,1.796709667,0.447682317,0.204171093,0.501227697,0.495250734,0.2335,0.056901679,0.0,0.010101489,0.0,82.02,84.8221068764345
436,Tinggarsari,727.7584513,Busungbiu,Tinggarsari,Buleleng,Bali,0.408502343,523.6372207,15.62351422,3.439895022,0.592172537,0.221907222,0.616815333,0.819457988,-0.107,0.040744694,0.0,0.088962578,0.0,82.02,84.54036691027342
437,Tirtasari,128.709049,Banjar,Tirtasari,Buleleng,Bali,0.657685764,349.4394161,11.75987683,9.574092484,0.530630778,0.185409858,1.104856431,0.769724027,0.1915,0.037054743,0.0,0.08909829,0.0,82.02,86.83923545194
438,Pering,650.6895406,Blahbatuh,Pering,Gianyar,Bali,0.61976664,50.02338675,2.474297421,20.19179317,0.425605603,0.091286868,3.251713358,0.597204739,0.1915,0.000411626,0.0,0.01030413,0.0,92.16,88.74415490372901
439,Peringsari,708.8829488,Selat,Peringsari,Karangasem,Bali,0.584451371,542.2168723,6.872169844,5.850039592,0.537370659,0.177520452,1.088106003,0.768044562,0.295,0.096441752,0.0,0.081689611,0.0,85.28,87.87576678617202
440,Pertima,582.9785104,Karangasem,Pertima,Karangasem,Bali,0.757786862,73.92375887,4.807044594,9.823930834,0.415010715,0.103081597,1.256213266,0.696732956,0.676,0.069493145,0.0,0.0,0.001715329,85.28,88.7180526803197
441,Pesagi,693.9489824,Penebel,Pesagi,Tabanan,Bali,0.534000129,293.0999865,6.626901516,2.155870094,0.492408892,0.166275063,0.725720123,0.791222115,0.136,0.0416897,0.0,0.028301914,0.0,90.54,87.8706051190478
442,Pesinggahan,482.9779953,Dawan,Pesinggahan,Klungkung,Bali,0.795040649,74.0567762,13.42125426,10.71047694,0.497292061,0.137013428,1.921111045,0.772876014,0.253,0.046597268,0.0,0.02955481,0.0,87.53,87.92952426667642
443,Petak,329.4814672,Gianyar,Petak,Gianyar,Bali,0.638521336,335.7741015,4.473677578,8.841769595,0.442640772,0.151973991,1.767892206,0.688210556,0.695,0.024015827,0.0,0.027118493,0.0,92.16,88.01213624084242
444,Selat,483.9544795,Klungkung,Selat,Klungkung,Bali,0.551107773,482.8292313,12.28288484,36.6255207,0.427461741,0.167795087,1.189856551,0.559459536,1.198,0.016012936,0.0,0.021015216,0.0,87.53,87.91509751810095
445,Selat,263.7887813,Susut,Selat,Bangli,Bali,0.551107773,482.8292313,12.28288484,36.6255207,0.427461741,0.167795087,1.189856551,0.559459536,0.907,0.010763426,0.0,0.015693056,0.0,77.35,84.9884586309521
446,Selat,308.1022076,Selat,Selat,Karangasem,Bali,0.551107773,482.8292313,12.28288484,36.6255207,0.427461741,0.167795087,1.189856551,0.559459536,0.66,0.101142245,0.0,0.071182593,0.0,85.28,88.0885116088911
447,Selat,2042.862737,Sukasada,Selat,Buleleng,Bali,0.551107773,482.8292313,12.28288484,36.6255207,0.427461741,0.167795087,1.189856551,0.559459536,0.266,0.013802026,0.0,0.005969969,0.0,82.02,87.12986670193999
448,Selemadeg,595.3336079,Selemadeg,Selemadeg,Tabanan,Bali,0.612658614,178.0765346,5.746083606,6.663687483,0.470906495,0.162870508,0.968178777,0.757265912,0.679,0.080024629,0.0,0.08357761,0.0,90.54,86.99037053571428
449,Selisihan,166.8499161,Klungkung,Selisihan,Klungkung,Bali,0.693410823,246.3662367,9.241396403,2.621296299,0.498226042,0.16585308,1.300700963,0.757769667,0.745,0.023379427,0.0,0.027600025,0.0,87.53,87.88961931297274
450,Selulung,1058.690396,Kintamani,Selulung,Bangli,Bali,0.495268653,1207.571441,11.9163334,3.013613085,0.482164282,0.166083259,0.552737519,0.706033072,0.1915,0.032748196,0.0,0.062187591,0.0,77.35,77.5760854166661
451,Selumbung,717.9694454,Manggis,Selumbung,Karangasem,Bali,0.401076059,224.4204887,14.46012216,3.56864249,0.562684019,0.195020319,0.705388267,0.824826671,0.037,0.095955836,0.0,0.003805037,0.0,85.28,86.16871910704722
452,Sulanyah,141.58355,Seririt,Sulanyah,Buleleng,Bali,1.266755461,23.71304927,3.207285801,32.17563171,0.391951681,0.125824712,4.761529273,0.618953875,0.1915,0.078212574,0.0,0.00499642,0.0,82.02,88.09142779761898
453,Sumberklampok,11218.06747,Gerokgak,Sumberklampok,Buleleng,Bali,0.61976664,104.4641285,8.011118434,2.105149803,0.425605603,0.086100783,0.547321623,0.804429301,-0.337,0.021433948,0.0,0.036349995,0.0,82.02,84.85674624999987
454,Sumerta,80.61988405,Denpasar Timur,Sumerta,Kota Denpasar,Bali,13.81691047,29.80880649,1.820284947,135.7315536,0.049570942,-0.077879228,14.80459404,0.328503682,0.1915,0.000350054,0.0,0.00027128,0.0,95.8,91.81617488095222
455,Sumerta Kaja,88.11334399,Denpasar Timur,Sumerta Kaja,Kota Denpasar,Bali,6.173480784,35.2172524,1.928660317,128.2979536,0.06435778,-0.072458006,17.94217253,0.362067868,0.1915,0.006653467,0.0,0.000507515,0.0,95.8,89.92652236191452
456,Pandak Gede,319.0848514,Kediri,Pandak Gede,Tabanan,Bali,-1.270801377,58.20135215,2.794342866,19.1056255,0.297781212,0.088743443,3.337085038,0.516734122,0.1915,0.048699483,0.0,0.038001927,0.0,90.54,87.81072224347253
457,Pangkung Karung,291.9135009,Kerambitan,Pangkung Karung,Tabanan,Bali,1.162576281,76.40219143,3.777159725,17.28302515,0.289404305,0.094620905,2.565556092,0.582640868,0.813,0.041557153,0.0,0.010263377,0.0,90.54,88.58953639630609
458,Pangkung Tibah,254.2718384,Kediri,Pangkung Tibah,Tabanan,Bali,0.610104084,21.55243722,2.670611602,4.510406267,0.30817371,0.10262463,2.764674989,0.53826774,0.1915,0.067676938,0.0,0.05788917,0.0,90.54,88.07188277382635
459,Petak Kaja,265.2007806,Gianyar,Petak Kaja,Gianyar,Bali,0.83415422,417.7014503,5.516287967,9.875712146,0.429989963,0.147487756,1.532348981,0.693581964,0.718,0.016175301,0.0,0.021921327,0.0,92.16,88.33885636904758
460,Petandakan,170.070037,Buleleng,Petandakan,Buleleng,Bali,0.556312665,125.425,4.756416362,20.53815515,0.373277468,0.10449035,2.296782643,0.639957786,0.1915,0.022226012,0.0,0.016634729,0.0,82.02,85.00612907012278
461,Petang,784.8337802,Petang,Petang,Badung,Bali,0.250300841,549.8936348,11.02483739,7.030526524,0.54480206,0.179491952,1.631222432,0.766504787,0.501,0.026053732,0.0,0.044898061,0.0,91.59,88.32890238095226
462,Petiga,337.0028726,Marga,Petiga,Tabanan,Bali,0.574831819,366.3402292,5.68237868,6.823309084,0.49260981,0.166468365,1.400698768,0.755768803,0.1915,0.049008929,0.0,0.029683975,0.0,90.54,87.50496830038308
463,Semarapura Kaja,73.91676661,Klungkung,Semarapura Kaja,Klungkung,Bali,1.023085901,133.4347275,4.534603083,16.82314788,0.325891751,0.074913269,3.747594357,0.601743023,0.1915,0.0,0.01352873,0.003497294,0.0,87.53,88.72827824829919
464,Semarapura Kangin,66.99031675,Klungkung,Semarapura Kangin,Klungkung,Bali,2.185751006,100.2022315,5.983162225,8.999123998,0.226781197,0.024816336,8.168440819,0.530007327,0.1915,0.00267067,0.0,0.006352463,0.0,87.53,88.7003598959281
465,Sumerta Kauh,43.97273406,Denpasar Timur,Sumerta Kauh,Kota Denpasar,Bali,-2.093692776,29.875,1.572722669,265.7042913,0.015123593,-0.094205598,18.94198418,0.294116127,0.1915,0.00417652,0.0,0.0,0.022741365,95.8,93.72562107142849
466,Sumerta Kelod,351.605976,Denpasar Timur,Sumerta Kelod,Kota Denpasar,Bali,31.2916567,18.0090812,2.074760871,80.31185574,0.126125148,-0.022579599,18.83233833,0.404523622,1.333,0.0,0.005688185,0.0,0.008532278,95.8,89.72529880952372
467,Sumita,235.7545127,Gianyar,Sumita,Gianyar,Bali,0.463282011,354.1238587,6.967620738,18.68577741,0.452850158,0.169299243,1.882680309,0.723626501,0.1915,0.026480436,0.0,0.034107234,0.0,92.16,87.41937417700464
468,Susut,515.6728264,Susut,Susut,Bangli,Bali,1.453627415,465.0793304,7.162117054,11.14929078,0.509471296,0.163601959,1.530175414,0.739818154,0.338,0.010571403,0.0,0.00369652,0.0,77.35,85.2112223809521
469,Suter,515.2278736,Kintamani,Suter,Bangli,Bali,0.593016501,1138.965146,11.03627629,4.250157046,0.43296606,0.137193899,0.759378653,0.7657807,0.1915,0.101844127,0.0,0.120031101,0.0,77.35,78.3382762499995
470,Suwat,129.1039602,Gianyar,Suwat,Gianyar,Bali,1.343072732,296.0938865,5.392281999,9.337170572,0.417935961,0.139841812,2.025991023,0.705634432,0.1915,0.030770715,0.0,0.037314593,0.0,92.16,87.84282866496591
471,Suwug,456.3015845,Sawan,Suwug,Buleleng,Bali,0.759371879,133.7213182,4.902370651,5.033049318,0.411267767,0.11537786,1.603839855,0.703076884,0.271,0.011612893,0.0,0.034752953,0.0,82.02,87.47789863095224
472,Pangkungparuk,4926.081444,Seririt,Pangkungparuk,Buleleng,Bali,0.477011765,500.051148,18.52332019,1.845492537,0.457324457,0.203288323,0.458798109,0.537013666,-0.23475,0.054501535,0.0,0.035255179,0.0,82.02,84.55309946928863
473,Pangsan,446.2434417,Petang,Pangsan,Badung,Bali,0.592095033,455.2616291,8.408621363,8.700983187,0.504484055,0.170625795,1.584983218,0.694647583,0.847,0.046870705,0.0,0.068068076,0.0,91.59,88.42769678571418
474,Pangyangan,798.4428525,Pekutatan,Pangyangan,Jembrana,Bali,0.381899813,88.66913406,9.131827437,5.289025018,0.468674794,0.141162378,0.774925035,0.734390118,0.817,0.116957151,0.0,0.208728284,0.0,86.59,86.5098655629728
475,Petulu,352.5226241,Ubud,Petulu,Gianyar,Bali,0.007909506,259.1440791,4.745887818,39.86070664,0.362508027,0.103957708,6.244209036,0.64488177,1.033,0.0,0.002836697,0.0,0.008510092,92.16,89.0291689194138
476,Pidpid,450.935544,Abang,Pidpid,Karangasem,Bali,0.626959791,484.696287,5.958974694,3.590753797,0.443644174,0.120566598,0.734124723,0.77339792,0.1915,0.024882877,0.0,0.040964639,0.0,85.28,85.70792607387276
477,Pikat,554.9048616,Dawan,Pikat,Klungkung,Bali,0.420628519,103.2311464,14.1370411,4.409764989,0.499638102,0.159893456,1.313546185,0.803779837,0.873,0.04792771,0.0,0.031744067,0.0,87.53,87.87059525619615
478,Pinggan,1942.07803,Kintamani,Pinggan,Bangli,Bali,0.613201066,1076.405627,16.272861,3.098005697,0.386170968,0.137121588,0.593183554,0.440279834,-0.17175,0.034608535,0.0,0.055690847,0.0,77.35,77.5644104166661
479,Semarapura Kauh,81.04345321,Klungkung,Semarapura Kauh,Klungkung,Bali,27.62174246,97.91511628,4.727915551,61.89631536,0.307139764,0.067778239,4.806728999,0.593251708,0.1915,0.000416263,0.0,0.0,0.024678119,87.53,88.82795572926145
480,Manikliyu,763.3933409,Kintamani,Manikliyu,Bangli,Bali,0.573146612,1160.636677,7.78882623,3.886968106,0.473372166,0.148460689,0.646111429,0.723654398,0.1915,0.03919034,0.0,0.050210296,0.0,77.35,77.73577124999946
481,Manikyang,308.002147,Selemadeg,Manikyang,Tabanan,Bali,0.51521242,288.7580743,7.005303461,2.841622349,0.495433032,0.188556029,0.697324637,0.800033413,0.333,0.083440618,0.0,0.07847778,0.0,90.54,86.4495140633242
482,Manistutu,2948.564378,Melaya,Manistutu,Jembrana,Bali,0.481167623,248.6882269,12.54729521,2.630668836,0.475079566,0.176240302,0.694205963,0.755280341,-0.1295,0.040820339,0.0,0.0478154,0.0,86.59,85.90410261970068
483,Manukaya,1183.798566,Tampaksiring,Manukaya,Gianyar,Bali,0.624826661,617.5048806,8.388081493,8.581349916,0.533085542,0.181009185,1.709514652,0.765619791,0.766666667,0.003216428,0.0,0.004113325,0.0,92.16,88.82224532487751
484,Panjer,318.772961,Denpasar Selatan,Panjer,Kota Denpasar,Bali,-0.346501314,9.551927037,1.739548307,116.9900225,0.030431652,-0.07659595,17.31435675,0.283604173,0.1915,0.0,0.009411087,0.0,0.006274058,95.8,93.70876220238084
485,Panji,932.3710545,Sukasada,Panji,Buleleng,Bali,0.637881169,294.3429235,8.699244269,14.62445024,0.376646362,0.12882141,2.422645109,0.554347174,0.447,0.012914061,0.0,0.00070317,0.0,82.02,87.33359336860666
486,Panji Anom,922.9362635,Sukasada,Panji Anom,Buleleng,Bali,0.595700275,373.3624339,11.24794423,5.264713505,0.403458021,0.146710308,1.370141538,0.627321954,1.079,0.016386867,0.0,0.008702667,0.0,82.02,87.51699220238092
487,Pesedahan,75.98299368,Manggis,Pesedahan,Karangasem,Bali,0.787435598,73.14975248,5.933494725,6.390708645,0.368205266,0.087430455,0.930399215,0.671296466,0.078,0.094300085,0.0,0.018430238,0.0,85.28,86.94553763402344
488,Patas,2643.732888,Gerokgak,Patas,Buleleng,Bali,0.61976664,326.0756066,14.62343103,4.702417711,0.425605603,0.177630408,0.873457632,0.591212127,0.72,0.088253429,0.0,0.005281204,0.0,82.02,86.50479119047618
489,Patemon,251.3844119,Seririt,Patemon,Buleleng,Bali,1.717040986,44.74175412,4.720260241,19.9581327,0.373267311,0.100116738,4.537785779,0.608495649,0.731,0.092458058,0.0,0.002754114,0.0,82.02,88.54334928571421
490,Pitra,371.691147,Penebel,Pitra,Tabanan,Bali,0.538793522,361.4708566,4.681255417,11.85643998,0.458030417,0.155908006,1.318574065,0.741217781,0.1915,0.05176453,0.0,0.000466727,0.0,90.54,89.20966678571436
491,Poh Bergong,245.5688735,Buleleng,Poh Bergong,Buleleng,Bali,0.730258597,159.8259373,5.229931805,10.43335452,0.387205275,0.102830438,1.870062966,0.69208971,0.385,0.020218646,0.0,0.032527441,0.0,82.02,84.95920467987888
492,Pohsanten,1929.193583,Mendoyo,Pohsanten,Jembrana,Bali,0.43125741,257.6082193,13.01843563,2.333520786,0.451682313,0.195712784,0.768945445,0.733074984,-0.3585,0.052212965,0.0,0.050088863,0.0,86.59,86.22946095283878
493,Pucaksari,1611.161787,Busungbiu,Pucaksari,Buleleng,Bali,0.524378454,632.6332905,12.85709065,4.270670674,0.568655536,0.20287855,0.495892945,0.761657668,0.273,0.08912339,0.0,0.083448189,0.0,82.02,84.60006098765433
494,Puhu,1135.936385,Payangan,Puhu,Gianyar,Bali,0.527540357,576.2003807,8.574106216,5.58963316,0.539560529,0.187477118,1.312025766,0.755938141,0.609,0.026196754,0.0,0.043587744,0.0,92.16,88.69809199829926
495,Semarapura Klod,112.080252,Klungkung,Semarapura Klod,Klungkung,Bali,2.496969357,71.71825063,2.844877449,40.92855463,0.165917761,-0.017222194,8.859553623,0.439945837,0.1915,0.0,0.026766535,0.0,0.017844357,87.53,89.00041783163253
496,Semarapura Klod Kangin,89.68491484,Klungkung,Semarapura Klod Kangin,Klungkung,Bali,2.335427889,72.89781022,3.779074674,36.05390562,0.162984739,-0.012551572,10.41741142,0.423008014,0.1915,0.00266577,0.0,0.006915953,0.0,87.53,88.7659848959281
497,Semarapura Tengah,65.69495189,Klungkung,Semarapura Tengah,Klungkung,Bali,-9.334614327,112.0715308,3.192114653,52.79785046,0.145218357,-0.024691013,8.726559639,0.421723742,0.1915,0.000224998,0.0,0.0,0.01522187,87.53,88.58069117204394
498,Sembiran,1867.489806,Tejakula,Sembiran,Buleleng,Bali,0.581267991,474.5807101,11.604761,4.58425126,0.465307488,0.138094131,0.832139751,0.745027834,-0.02425,0.042274252,0.0,0.043845616,0.0,82.02,86.18082670194003
499,Marga,232.2830286,Marga,Marga,Tabanan,Bali,1.054231115,264.691373,4.415622256,12.20677198,0.415354824,0.136122919,2.121871988,0.67078045,0.167,0.034165562,0.0,0.020908455,0.0,90.54,88.19635513402342
500,Marga Dajan Puri,82.97815375,Marga,Marga Dajan Puri,Tabanan,Bali,1.082003675,302.2431818,6.706117168,7.264092524,0.403697161,0.114059241,2.364044547,0.698855207,0.1915,0.051807265,0.0,0.029875234,0.0,90.54,87.96319305069
501,Marga Dauh Puri,227.8336586,Marga,Marga Dauh Puri,Tabanan,Bali,0.624439437,275.8926507,4.040997015,6.86238776,0.437615509,0.142102168,1.684795062,0.688498452,0.1915,0.029824081,0.0,0.017733036,0.0,90.54,87.88957181228788
502,Payangan,531.0902561,Marga,Payangan,Tabanan,Bali,0.620314241,396.2959364,4.044475324,4.496288245,0.486963205,0.150145589,1.255955983,0.748304685,0.9,0.020786381,0.0,0.019101784,0.0,90.54,88.14511585143431
503,Pecatu,2607.576898,Kuta Selatan,Pecatu,Badung,Bali,0.61976664,108.4982001,6.238064313,17.28993836,0.425605603,0.059502866,4.711567698,0.692101585,0.833,0.012761715,0.0,0.0,0.000766996,91.59,88.55331324154419
504,Ped,1563.731572,Nusa Penida,Ped,Klungkung,Bali,0.61976664,97.42554087,9.388167158,5.753260051,0.425605603,0.070234924,1.347735577,0.722828064,0.217666667,0.0,0.000639496,0.0,0.001918488,87.53,88.72288769667232
505,Pedawa,1392.333077,Banjar,Pedawa,Buleleng,Bali,0.433165619,748.4332861,13.69986772,2.849665642,0.453590158,0.216056455,0.639385006,0.424820022,0.2445,0.027813827,0.0,0.059533305,0.0,82.02,84.74040670194009
506,Pujungan,2442.285521,Pupuan,Pujungan,Tabanan,Bali,0.476187151,1095.065317,15.19112094,3.180385486,0.59645659,0.228193361,0.609075238,0.549317741,0.245666667,0.040006463,0.0,0.078789943,0.0,90.54,87.84034880578974
507,Pulukan,2744.733344,Pekutatan,Pulukan,Jembrana,Bali,0.457647717,338.3951999,17.58673744,2.050644366,0.495505982,0.217592963,0.498865622,0.722332586,0.406,0.068911472,0.0,0.140863989,0.0,86.59,85.92661817507516
508,Punggul,215.2812476,Abiansemal,Punggul,Badung,Bali,0.788347368,206.4406114,4.794256427,18.32701667,0.379800923,0.113034021,2.823817425,0.671304973,0.1915,0.025509968,0.0,0.024140303,0.0,91.59,88.11015239592813
509,Pupuan,562.3942803,Pupuan,Pupuan,Tabanan,Bali,0.521026029,700.086922,9.891495929,17.82551593,0.559400918,0.195865248,1.028277207,0.779633815,0.489,0.056232886,0.0,0.127099803,0.0,90.54,89.0333065013228
510,Pupuan,1215.00334,Tegallalang,Pupuan,Gianyar,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.5235,0.012999652,0.0,0.007375116,0.0,92.16,88.33080960632392
511,Sembung,635.7599958,Mengwi,Sembung,Badung,Bali,3.019406498,280.1256459,3.079688858,11.21875976,0.372162926,0.113242482,2.259213132,0.689644966,0.575,0.047754245,0.0,0.010303808,0.0,91.59,88.59386324829924
512,Sembung Gede,572.0238725,Kerambitan,Sembung Gede,Tabanan,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.153,0.022870995,0.0,0.021746974,0.0,90.54,87.90572597895456
513,Mas,676.2108811,Ubud,Mas,Gianyar,Bali,-0.436771501,147.1684021,2.774396529,27.00286622,0.313071179,0.086086959,5.612769873,0.587734366,1.0495,0.0,0.001478829,0.0,0.005915314,92.16,89.17758016941382
514,Mayong,413.0387922,Seririt,Mayong,Buleleng,Bali,0.553341954,192.4298066,10.08012792,7.583000343,0.490571583,0.163203792,1.266721249,0.781798695,0.1915,0.081813887,0.0,0.02910573,0.0,82.02,87.26091069003513
515,Medahan,423.7074812,Blahbatuh,Medahan,Gianyar,Bali,0.61976664,29.9645861,2.653106344,22.26841336,0.425605603,0.089771791,3.811560597,0.584258535,0.831,0.009019427,0.0,0.001562745,0.0,92.16,88.87221710143433
516,Medewi,2147.337464,Pekutatan,Medewi,Jembrana,Bali,0.455236674,261.3597847,15.27985269,1.834545295,0.472607758,0.203216348,0.589860246,0.635407637,0.2325,0.046192244,0.0,0.135721481,0.0,86.59,85.68225992556373
517,Megati,822.7046887,Selemadeg Timur,Megati,Tabanan,Bali,0.726275854,167.6158328,5.371992777,4.820137879,0.410536893,0.127914714,1.105252575,0.711828726,0.2,0.067591841,0.0,0.066000143,0.0,90.54,88.1976182482992
518,Pedungan,761.9799478,Denpasar Selatan,Pedungan,Kota Denpasar,Bali,0.61976664,6.262780934,1.652060515,127.2661635,0.425605603,0.018584539,14.58499216,0.67489163,1.2585,0.0,0.002624741,0.002612315,0.0,95.8,94.30939761904749
519,Pegadungan,749.3039592,Sukasada,Pegadungan,Buleleng,Bali,0.535976799,886.9257911,15.73035013,6.632922946,0.400699738,0.181812328,1.003683484,0.50726252,0.192,0.036951471,0.0,0.034547007,0.0,82.02,86.34264360670186
520,Pegayaman,1276.822815,Sukasada,Pegayaman,Buleleng,Bali,0.498728081,908.601574,14.71898532,3.397773509,0.467321596,0.203150943,1.280148557,0.51372327,0.304,0.041818341,0.0,0.031326886,0.0,82.02,86.61147360670185
521,Peguyangan,323.7862819,Denpasar Utara,Peguyangan,Kota Denpasar,Bali,0.152563233,56.04315088,2.488582895,64.56708694,0.206017268,0.02998122,9.719415496,0.467238478,1.228,0.0,0.003088457,0.002045727,0.0,95.8,89.30204874084244
522,Pupuan Sawah,389.140084,Selemadeg,Pupuan Sawah,Tabanan,Bali,0.48794869,309.0086957,8.288741479,2.04812195,0.504055475,0.197135063,0.688329504,0.811753827,0.1915,0.091234233,0.0,0.087004994,0.0,90.54,86.31662864665753
523,Purwa Kerthi,985.1597912,Abang,Purwa Kerthi,Karangasem,Bali,0.891287926,124.1814362,19.02533559,6.309496288,0.302086858,0.03626346,0.967704928,0.746953818,0.575,0.0,0.002030128,0.0,0.001015064,85.28,88.3553269982992
524,Rangdu,154.3934694,Seririt,Rangdu,Buleleng,Bali,0.63095532,150.4651163,9.590472754,9.134928019,0.48393415,0.164008651,1.449481646,0.759077358,0.1915,0.088674209,0.0,0.028465321,0.0,82.02,87.30989069003513
525,Rejasa,357.7509113,Penebel,Rejasa,Tabanan,Bali,-1.049508581,262.0412615,5.448346067,7.965531313,0.416778073,0.157575168,0.882979568,0.734463339,0.1915,0.033961552,0.0,0.018351464,0.0,90.54,88.39545595238106
526,Rendang,754.0591623,Rendang,Rendang,Karangasem,Bali,0.886175223,519.0494827,8.641048407,6.692363142,0.523390433,0.167975867,1.50004471,0.767016039,0.616,0.070833847,0.0,0.06616946,0.0,85.28,88.10488202555774
527,Renon,307.8149529,Denpasar Selatan,Renon,Kota Denpasar,Bali,-0.590006146,8.205206738,1.710607552,109.9865474,0.101595537,-0.036778334,15.56621817,0.334778142,1.216,0.0,0.00649741,0.001083845,0.0,95.8,93.99659952380942
528,Seminyak,346.8768194,Kuta,Seminyak,Badung,Bali,-0.504249718,9.774141196,2.115106393,69.58266712,0.154536038,0.004369155,25.92908919,0.397140441,0.1915,0.0,0.005765736,0.0,0.05189162,91.59,89.16076764516335
529,Sempidi,260.9896639,Mengwi,Sempidi,Badung,Bali,0.817705957,82.95317003,2.600156282,44.67309225,0.204562702,0.038316919,10.30878615,0.479050917,0.1915,0.002527459,0.0,0.005838451,0.0,91.59,89.07959986866958
530,Senganan,2315.905404,Penebel,Senganan,Tabanan,Bali,0.50407172,1098.822393,12.41978795,3.01537891,0.526520798,0.192351511,0.585605017,0.664814362,0.362,0.0,0.000431797,0.036080018,0.0,90.54,87.76419668460554
531,Mekar Bhuwana,316.0795925,Abiansemal,Mekar Bhuwana,Badung,Bali,1.163683246,135.0662901,2.756001325,23.97555404,0.322465677,0.100930776,4.309001281,0.597391528,0.916,0.028983133,0.0,0.011049297,0.0,91.59,88.85052722963943
532,Mekarsari,549.1289211,Baturiti,Mekarsari,Tabanan,Bali,0.795011348,572.935926,5.558154388,5.764701862,0.481333269,0.151698804,1.211254314,0.713341523,0.657,0.008832168,0.0,0.034794102,0.0,90.54,88.95042839285716
533,Melaya,2546.060083,Melaya,Melaya,Jembrana,Bali,0.61976664,88.67214507,7.904237108,5.128238123,0.425605603,0.165599463,1.129702336,0.721138403,0.551,0.0,0.000392764,0.119519015,0.0,86.59,88.21517119222443
534,Peguyangan Kaja,318.7204001,Denpasar Utara,Peguyangan Kaja,Kota Denpasar,Bali,0.972341699,76.53368638,3.091000551,44.52818677,0.244278412,0.050785875,7.922562726,0.527213726,0.1915,0.009600604,0.0,0.009607813,0.0,95.8,88.4686303125948
535,Peguyangan Kangin,508.2158852,Denpasar Utara,Peguyangan Kangin,Kota Denpasar,Bali,0.566707427,64.31982982,2.859276784,72.67355864,0.214290591,0.035429684,7.836968877,0.485680197,0.1915,0.007062183,0.0,0.004398276,0.0,95.8,88.51699758230035
